0.2913 0.2561 0.2923 0.0515 0.0166 0.0729 0.0240 0.0199 0.0269 0.1342 0.0949 0.1110 0.0308 0.0454 0.0434 0.0310 0.0255 0.0245 0.0259 0.0624 0.0301 0.0180 0.0327 0.0240 0.0717 0.0911 0.0739 0.0248 0.0261 0.0335
0.0294 0.0103 0.0097 0.1843 0.2186 0.1910 0.0157 0.0295 0.0165 0.0274 0.0399 0.0256 0.0256 0.0262 0.0388 0.0143 0.0174 0.0150 0.0341 0.0314 0.0267 0.1749 0.0826 0.0604 0.0313 0.0320 0.0356 0.4366 0.4573 0.3378
0.1491 0.1296 0.3654 0.2401 0.2437 0.2625 0.1883 0.1749 0.1153 0.0243 0.0285 0.0255 0.0420 0.0381 0.0108 0.1705 0.1701 0.1943 0.4874 0.4873 0.5082 0.5081 0.3771 0.3948 0.3718 0.1963 0.1753 0.1749 0.1581 0.1202
0.1289 0.1060 0.1344 0.1235 0.1555 0.1314 0.0994 0.1012 0.1125 0.0789 0.0851 0.0774 0.2951 0.2776 0.2827 0.0559 0.0766 0.0586 0.0554 0.0436 0.0486 0.2925 0.3452 0.4054 0.3970 0.3378 0.3851 0.1263 0.1166 0.1014
0.1909 0.2011 0.1971 0.1743 0.1390 0.1736 0.2034 0.2031 0.1892 0.4160 0.4240 0.6203 0.2719 0.2519 0.2492 0.1842 0.1642 0.1790 0.0981 0.0769 0.1009 0.0507 0.0489 0.0430 0.1878 0.1830 0.2368 0.0576 0.0598 0.0576
