1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,50
99,98,99,99
5,6,4,5
18,21,16,20
58,63,53,61
94,92,98,94
22,28,13,22
65,75,50,67
84,78,94,86
47,63,29,47
83,89,82,95
53,42,57,29
90,94,95,83
33,24,23,49
79,75,73,94
63,71,73,33
83,83,80,87
51,54,61,48
87,95,92,95
43,26,33,26
89,80,88,79
38,56,42,58
85,94,93,93
46,29,32,32
87,83,86,87
44,54,47,44
92,97,97,95
27,16,15,20
71,58,58,66
75,90,91,85
63,44,41,54
79,92,92,93
54,37,37,34
78,89,89,86
59,44,45,51
82,93,93,93
48,32,33,31
77,84,85,83
65,56,55,58
81,92,94,92
51,34,30,34
80,87,82,87
55,47,58,48
83,94,94,94
47,29,30,28
80,81,81,81
60,61,60,62
86,91,92,91
44,35,34,35
84,89,88,89
52,43,46,43
92,94,97,96
27,23,17,19
74,70,60,65
71,80,89,85
71,66,48,55
70,83,90,91
69,59,43,42
69,89,90,89
68,47,46,48
69,90,90,90
67,44,44,43
69,90,90,88
67,45,45,48
69,90,90,90
67,45,45,44
69,90,90,89
67,44,45,47
68,89,89,90
67,47,45,43
68,90,89,90
66,44,46,44
69,89,90,90
67,45,43,45
68,90,89,89
66,45,47,46
68,90,90,90
66,45,45,44
68,90,89,90
66,45,47,44
68,90,89,89
66,44,45,47
68,89,90,90
66,46,44,44
68,90,90,90
67,45,44,45
69,90,89,90
66,44,46,44
68,89,90,90
66,46,45,45
68,90,90,90
66,44,45,44
68,89,91,90
66,47,43,44
68,90,90,90
67,44,44,44
68,89,89,90
66,46,46,44
69,90,90,89
66,44,43,45
68,89,89,90
67,46,47,43
68,90,89,90
66,43,45,45
68,89,90,89
67,47,44,45
69,89,89,90
66,45,47,44
68,90,91,90
67,43,42,44
68,90,89,90
66,44,46,45
69,89,90,89
66,46,44,46
68,90,90,90
66,44,45,44
69,89,90,90
66,47,44,44
68,91,90,89
67,42,44,45
69,89,89,90
66,46,46,44
68,90,89,90
67,44,46,44
68,89,89,89
67,46,45,46
68,91,89,91
66,42,46,42
69,89,90,89
66,46,43,47
68,90,88,91
66,45,48,42
69,90,90,89
66,45,43,46
68,89,89,90
66,45,46,44
68,91,90,90
66,42,45,44
68,88,90,90
67,48,44,43
68,90,89,88
66,44,47,48
69,90,90,91
67,44,44,42
68,89,89,88
66,46,46,49
69,90,90,90
66,44,44,44
68,89,90,89
67,46,44,45
69,90,90,89
66,43,45,46
68,88,89,91
67,48,47,42
68,90,90,89
66,45,44,47
69,90,89,91
67,45,45,42
68,90,90,89
66,45,44,46
69,90,90,91
66,44,45,43
68,89,90,88
67,46,44,49
69,90,89,89
66,44,47,45
68,90,90,89
67,45,45,46
68,89,90,90
66,46,43,44
69,90,90,89
67,44,45,45
68,90,89,91
66,44,46,43
69,90,90,89
66,44,44,47
68,90,90,90
67,44,43,45
68,90,89,90
67,44,46,45
68,90,90,89
66,44,45,46
68,90,89,91
67,44,45,43
68,90,90,90
66,44,43,45
69,90,90,89
66,44,45,46
68,89,89,89
67,47,46,46
68,90,90,91
66,44,43,42
69,89,90,88
67,45,45,49
68,90,90,91
66,44,45,41
69,90,89,89
66,44,46,46
68,90,91,90
67,44,42,45
68,90,88,90
66,44,49,44
69,90,90,89
67,45,44,47
68,90,89,91
66,44,47,41
69,89,91,88
66,45,42,49
68,91,89,91
66,42,46,43
69,88,89,88
66,47,46,48
68,90,89,90
67,43,46,44
69,89,90,89
66,47,44,46
68,91,89,89
67,42,46,46
68,88,90,90
66,48,44,44
