1,1,1,1
4,4,4,4
15,15,15,15
50,49,50,50
99,99,99,99
5,4,4,5
18,16,17,17
57,55,56,57
93,96,96,97
25,17,18,16
68,59,61,56
77,92,89,92
56,36,41,34
75,87,92,86
63,48,37,50
76,94,88,93
54,30,44,31
76,81,93,83
60,60,34,57
76,91,87,93
54,38,48,33
76,89,93,85
59,42,35,52
76,93,87,94
55,33,47,30
76,84,94,81
58,53,32,61
76,93,83,89
56,32,55,41
76,83,93,91
58,55,34,37
76,93,86,89
56,33,50,43
76,85,93,92
57,51,32,35
76,93,84,87
57,32,54,48
76,85,93,94
57,53,32,29
76,93,83,81
57,31,56,60
76,83,93,90
57,56,34,40
76,93,85,90
57,33,52,39
76,85,93,89
57,53,32,42
76,94,84,92
56,30,54,36
76,81,93,87
58,59,33,48
76,91,85,94
57,38,52,29
76,88,93,80
57,44,33,61
76,93,85,90
56,33,52,40
76,85,93,90
57,51,32,41
76,93,85,90
56,33,52,39
76,84,94,90
57,54,29,41
76,93,80,92
57,33,62,36
76,85,90,88
57,52,40,44
76,94,90,92
56,30,40,35
76,81,90,87
57,60,41,48
76,90,92,94
57,41,37,30
76,91,87,82
57,37,47,59
76,89,93,92
56,42,31,35
76,92,82,88
57,36,58,46
76,88,92,93
56,44,36,32
76,93,88,84
57,32,46,53
76,83,94,94
57,56,31,29
76,92,83,80
57,35,55,61
76,87,94,90
56,48,31,40
76,93,82,91
57,34,58,38
76,86,92,90
56,50,36,41
76,94,88,91
56,31,44,37
76,82,92,88
57,59,36,45
76,92,88,93
57,35,45,32
76,87,93,85
56,48,32,52
76,93,83,94
57,33,55,30
76,85,94,82
56,53,30,59
76,94,81,90
57,30,60,41
76,81,91,91
56,60,38,38
76,91,88,90
57,37,44,41
76,88,93,91
57,45,32,37
76,93,84,89
56,34,55,43
76,86,93,92
57,51,32,37
76,94,85,89
57,31,52,43
76,83,94,92
56,55,31,35
76,93,82,88
57,34,58,46
76,85,91,94
57,52,38,30
76,92,89,82
57,34,42,58
76,86,92,91
56,49,34,37
76,93,87,89
57,33,48,43
76,84,93,93
56,54,33,33
76,93,86,85
57,34,50,52
76,86,93,93
57,50,32,33
76,93,85,85
56,33,52,53
76,85,94,93
57,51,30,33
76,93,81,85
56,31,61,52
76,84,89,94
57,54,42,30
76,92,92,81
57,35,36,60
76,87,89,90
57,47,43,40
76,94,91,91
57,29,37,38
76,79,88,89
57,64,44,42
76,87,93,92
57,47,32,36
76,94,84,89
57,30,54,44
76,81,92,92
57,60,34,35
76,90,85,87
57,39,51,48
76,89,93,93
57,42,33,33
76,91,86,85
57,37,50,52
76,88,94,94
57,45,30,31
76,93,82,83
57,32,58,56
76,83,93,92
56,56,34,35
76,93,85,86
58,34,53,50
76,86,93,94
56,49,32,31
76,95,84,83
56,28,52,56
76,80,94,93
57,62,30,33
76,89,81,84
56,43,59,53
76,92,91,93
56,35,38,32
76,86,90,85
57,50,41,52
76,93,91,93
57,33,37,32
76,84,88,85
57,53,45,53
76,93,93,93
56,34,32,34
76,86,84,86
57,49,55,49
76,93,93,93
57,33,32,33
76,84,84,86
57,53,54,51
76,93,93,94
57,32,33,31
76,85,84,82
56,52,54,58
76,94,93,92
58,30,32,35
76,82,84,88
56,58,53,46
76,92,93,94
57,37,32,30
76,87,83,82
57,47,57,58
76,93,91,92
57,32,37,37
76,84,88,88
56,55,45,46
76,92,92,94
57,34,36,31
76,85,88,82
57,51,46,57
76,94,93,93
56,31,32,33
76,83,84,86
57,56,54,50
76,92,92,93
56,36,34,33
