1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,50
99,99,98,99
5,4,6,5
18,17,21,19
58,55,64,59
95,97,92,94
20,14,27,20
61,51,72,63
90,96,83,91
33,20,49,33
78,67,92,85
65,80,39,54
81,69,90,93
56,77,41,36
86,75,92,89
46,66,34,41
91,90,90,94
31,35,35,25
81,87,87,76
57,47,48,67
87,95,95,87
43,27,27,45
89,81,81,95
39,54,54,25
89,95,96,79
37,25,22,57
85,77,73,93
49,64,69,33
90,91,86,89
36,34,44,38
88,88,95,92
40,41,25,32
87,92,78,86
44,34,60,46
91,90,93,96
32,35,28,21
81,86,80,70
58,50,62,75
86,95,91,77
44,26,36,62
90,80,91,92
35,54,32,31
85,94,86,83
49,30,48,53
90,86,96,96
36,45,21,22
86,94,72,73
44,29,69,67
87,82,85,87
43,53,48,44
92,96,96,95
29,19,19,22
76,65,66,70
68,84,83,78
75,60,61,69
68,86,85,79
74,55,57,68
66,88,88,80
73,51,51,65
66,88,89,83
72,51,49,61
65,89,90,85
72,49,48,58
65,89,88,87
72,48,51,52
64,88,88,89
72,51,52,49
64,88,88,88
72,50,51,51
64,89,88,89
72,49,52,49
64,88,89,89
72,51,49,49
64,89,89,89
72,49,49,50
64,88,89,88
72,50,49,51
64,88,89,88
72,51,49,51
64,89,89,88
72,49,49,51
64,88,88,89
72,51,51,50
64,88,88,88
72,50,51,51
64,88,88,88
72,51,50,51
64,89,88,88
72,49,51,51
64,88,89,87
72,51,49,52
64,88,88,89
72,52,51,49
64,87,88,88
72,52,50,51
64,87,88,88
72,52,52,50
64,87,88,89
72,52,51,50
64,89,87,88
72,49,52,52
64,88,89,88
72,51,49,50
64,88,88,88
72,52,50,51
64,88,88,89
72,50,50,49
64,88,88,89
72,51,50,49
64,89,88,87
72,49,50,52
64,88,89,89
72,50,50,50
64,89,87,88
72,50,52,50
64,88,89,88
72,50,49,50
64,87,88,88
72,53,51,52
64,87,88,88
72,52,50,50
64,89,88,88
72,49,50,50
64,89,89,88
72,50,49,50
64,87,88,89
72,52,50,50
64,87,88,88
72,52,50,52
64,88,89,89
72,51,50,48
64,87,88,88
72,52,51,50
64,88,88,88
72,51,50,51
64,89,89,88
72,50,49,51
64,88,88,87
72,50,52,52
64,89,88,89
72,49,52,49
64,88,89,88
72,51,49,52
64,88,88,89
72,51,50,49
64,89,89,87
72,50,49,52
64,89,89,89
72,49,49,49
64,88,88,89
72,51,50,48
64,88,89,89
72,50,48,48
64,89,89,88
72,50,50,51
64,88,88,89
72,51,51,49
64,88,89,88
72,52,49,51
64,89,88,88
72,49,50,51
64,89,89,88
72,49,48,52
64,87,88,89
72,52,51,49
64,88,89,88
72,50,49,51
64,88,88,89
72,51,52,49
64,87,89,88
72,52,50,50
64,88,88,89
72,51,51,50
64,88,88,88
72,50,50,51
64,88,88,88
72,51,51,51
64,87,88,89
72,52,51,49
64,88,88,88
72,52,50,50
64,89,88,88
72,49,51,52
64,88,88,89
72,51,51,49
64,88,88,88
72,51,52,51
64,89,89,89
72,50,49,49
64,88,88,89
72,51,51,49
64,88,88,88
72,50,51,51
64,88,88,89
72,50,52,49
64,88,88,89
72,51,50,50
64,88,89,88
72,51,50,52
64,88,88,89
72,50,51,49
64,88,88,88
72,51,51,50
64,89,88,87
72,50,50,52
64,88,89,88
72,51,50,52
64,88,89,89
72,52,49,48
64,88,89,88
72,51,49,51
64,87,89,89
72,53,50,48
64,89,87,88
72,50,53,52
64,88,89,88
72,51,49,50
64,88,88,87
72,51,51,52
64,88,88,89
