1,1,1,1
4,4,4,4
15,15,15,15
50,50,49,50
99,98,98,100
5,6,6,3
18,21,21,12
58,64,64,46
94,92,92,97
22,26,28,14
65,73,75,53
83,80,76,94
48,59,66,30
82,91,88,82
54,37,46,56
89,92,95,96
35,31,22,21
80,83,71,68
61,56,77,79
86,94,74,71
46,29,68,72
89,82,87,82
38,52,41,53
86,96,93,95
44,24,30,27
87,77,83,80
44,63,53,58
91,92,95,95
32,30,22,21
79,82,70,70
60,59,76,78
83,92,74,72
52,35,70,72
87,89,85,82
42,40,48,54
87,92,96,96
44,34,22,24
89,88,74,76
38,40,66,63
86,92,88,91
46,32,42,36
88,87,94,90
42,43,28,36
90,94,83,91
33,24,50,32
79,74,93,84
62,72,35,56
81,81,88,92
56,60,45,35
85,92,95,89
48,34,28,42
87,88,81,94
43,41,56,28
88,93,96,83
38,28,21,52
85,82,71,95
46,56,72,27
87,94,82,80
43,29,53,58
92,84,97,95
29,47,16,21
74,92,58,68
71,42,89,82
69,88,47,62
73,51,92,88
63,89,38,48
74,48,88,93
62,88,47,37
74,51,91,87
60,88,40,49
75,51,89,92
61,89,46,38
75,49,92,88
59,89,37,46
74,49,88,91
62,88,48,41
75,51,93,90
58,87,34,42
74,53,85,90
63,88,54,44
75,51,92,92
57,88,38,37
74,51,89,87
64,89,46,49
75,48,92,93
56,87,36,35
74,52,87,85
65,89,51,55
75,49,92,91
56,86,36,39
74,54,87,89
66,89,51,47
75,48,92,92
56,87,36,37
74,53,85,88
66,89,54,49
75,48,92,92
56,88,37,36
74,51,88,86
66,89,49,53
75,49,92,92
56,86,37,37
74,55,88,88
66,89,49,49
75,49,91,93
56,87,38,33
74,52,88,85
66,90,48,56
75,47,92,92
56,87,37,37
74,54,87,88
66,89,50,48
75,49,93,92
56,88,35,35
74,51,86,85
66,90,53,55
75,46,92,92
56,87,36,38
74,54,86,88
66,90,52,49
75,46,92,92
56,87,36,35
74,52,86,85
66,91,53,54
75,45,92,92
56,86,35,37
74,55,86,87
66,89,53,51
75,48,92,93
56,86,37,34
74,54,86,85
66,89,53,55
75,50,91,92
56,87,38,35
74,53,88,85
66,89,49,54
75,49,92,93
56,86,38,35
74,54,87,86
66,88,50,53
75,50,93,91
56,86,34,39
74,55,85,88
66,90,55,49
75,47,92,93
56,87,37,34
74,52,87,85
65,89,50,55
75,49,92,92
56,87,37,37
74,53,86,88
66,89,53,50
75,47,92,93
56,86,36,34
74,54,86,85
66,90,52,55
75,47,93,92
56,86,35,37
74,54,85,87
66,89,54,50
75,49,91,92
56,86,39,36
74,54,88,85
66,89,48,55
75,48,92,91
56,86,37,39
74,55,87,89
66,89,50,47
75,49,93,92
56,87,35,37
74,54,85,87
65,89,53,49
75,49,92,92
56,87,35,35
74,52,85,86
66,89,54,53
75,48,91,92
56,86,38,36
74,55,88,86
66,89,48,53
75,47,93,92
56,86,35,36
74,54,85,86
66,90,54,53
75,45,92,92
56,86,37,37
74,56,87,87
66,89,51,51
75,48,92,92
56,86,36,36
74,54,85,86
66,89,55,53
75,50,91,92
56,87,39,36
74,52,89,86
65,90,46,52
75,45,91,91
56,87,38,38
74,54,88,87
66,90,48,50
75,46,93,93
56,87,35,34
74,53,85,84
65,89,55,57
75,49,92,90
56,88,37,41
74,51,87,89
66,91,50,46
75,45,93,91
56,85,35,38
74,56,86,88
66,89,53,49
75,48,92,91
56,87,37,38
74,53,87,88
66,90,50,49
75,47,93,92
56,86,34,36
74,56,84,86
66,89,57,52
75,48,92,91
56,87,37,38
74,53,88,88
