1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,50
99,98,98,98
5,7,7,8
19,23,24,25
59,66,67,70
94,89,89,87
23,34,34,39
68,82,83,86
81,64,64,58
55,81,80,84
86,68,69,62
45,73,72,78
87,81,82,74
42,55,53,66
90,95,96,89
34,23,20,38
83,74,70,91
51,69,73,38
88,86,81,91
41,47,55,34
91,96,96,90
30,20,20,33
77,68,67,84
66,80,81,56
77,68,66,90
64,78,80,43
79,71,68,91
59,75,77,40
81,76,73,90
55,66,71,40
85,88,82,91
46,43,54,36
87,94,95,90
43,28,25,38
92,82,79,93
30,49,55,26
77,93,91,76
65,36,41,70
80,88,90,83
58,47,42,57
83,94,92,93
51,31,36,33
87,85,89,86
43,49,39,45
89,95,92,95
37,24,31,23
87,77,86,75
43,62,47,65
88,91,95,89
41,36,26,39
90,90,80,93
34,35,55,29
82,88,93,81
55,46,33,59
87,95,87,94
43,25,44,29
92,80,96,83
29,53,19,47
76,92,65,92
69,40,82,40
76,89,63,88
66,47,84,49
76,91,59,92
63,41,86,39
76,90,55,89
62,43,86,47
77,92,55,92
60,39,86,39
78,90,56,88
59,42,85,47
79,91,59,93
56,39,84,35
80,90,61,87
55,43,83,48
82,92,64,93
51,36,78,33
84,89,71,87
50,41,71,46
90,94,84,95
35,26,48,23
85,78,94,74
48,61,29,67
88,92,84,87
40,31,50,43
90,86,96,95
32,42,21,23
78,92,69,72
63,39,77,74
81,90,73,77
56,41,72,66
86,93,82,88
44,31,54,43
90,85,95,94
34,46,23,26
85,94,75,79
49,29,66,61
89,85,88,93
37,47,40,29
88,95,92,84
39,24,32,50
85,76,86,94
49,66,48,29
91,89,96,85
32,36,20,45
82,89,70,94
54,43,74,32
90,94,81,87
35,26,54,42
83,78,93,92
52,63,34,37
90,91,89,91
36,34,38,33
86,88,91,88
44,43,37,44
88,95,91,95
40,25,34,26
90,78,89,80
34,57,37,54
80,92,88,92
59,37,46,38
85,90,93,91
47,38,31,36
91,92,87,91
32,29,41,32
82,81,91,86
55,59,39,51
89,93,93,97
37,29,30,20
86,83,84,70
45,52,51,71
90,95,95,84
35,23,23,47
85,74,74,95
47,68,68,28
89,88,87,82
38,40,43,52
88,93,93,95
38,29,28,26
84,83,81,78
51,54,58,62
90,96,95,92
33,20,24,30
85,70,77,84
47,72,64,52
90,84,90,97
33,47,34,19
83,94,87,67
52,30,47,76
88,86,95,77
40,47,26,61
89,95,80,92
36,25,55,32
84,77,94,86
51,65,32,49
90,90,87,96
36,37,42,22
87,90,94,74
41,38,29,66
87,92,82,88
43,34,52,42
91,89,96,94
32,36,21,24
79,88,69,74
61,47,78,71
83,94,73,81
51,32,70,58
90,87,85,95
35,40,46,24
85,92,95,77
48,34,28,64
90,89,83,92
33,38,49,31
84,90,94,83
50,40,30,53
89,94,84,96
38,27,49,23
88,81,95,75
39,54,24,64
85,95,76,90
48,28,65,40
91,84,90,95
32,47,34,23
82,94,86,73
55,32,49,70
89,87,96,84
37,44,23,49
86,93,75,95
46,31,65,27
90,87,90,82
34,43,34,51
85,93,88,94
48,34,43,30
89,88,94,84
37,40,26,48
87,93,79,96
41,30,59,23
86,84,94,75
45,52,30,65
91,97,86,91
30,17,42,31
79,63,92,83
63,84,40,58
82,62,92,92
54,80,37,36
88,70,91,90
40,71,34,36
88,83,87,91
42,51,43,36
91,95,96,91
32,21,21,31
80,71,70,83
60,76,76,57
83,76,75,93
52,65,68,33
90,89,88,88
36,38,40,39
85,90,91,92
47,39,36,34
90,93,90,89
35,28,35,38
