1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,50
99,98,99,99
5,7,4,4
18,23,16,15
57,65,54,52
94,92,98,98
21,27,10,11
62,74,44,46
87,80,94,96
40,57,26,23
80,93,77,73
60,35,67,74
86,89,86,80
44,40,46,59
90,93,95,94
33,29,22,24
80,81,72,75
59,60,74,71
83,91,78,82
52,37,63,57
88,91,91,95
38,35,34,24
85,88,88,76
48,44,43,67
88,94,95,88
39,27,25,42
89,81,77,95
37,54,61,24
82,93,91,75
56,33,39,69
87,86,92,85
42,45,32,47
89,96,88,95
36,22,42,23
83,73,93,74
52,71,33,69
88,82,86,85
42,54,45,49
90,95,96,97
34,23,20,19
80,73,68,65
59,72,78,82
83,81,72,65
52,58,72,79
87,94,82,72
42,28,53,69
88,83,96,84
40,52,22,49
86,96,73,95
45,24,70,26
87,76,85,79
42,64,49,60
90,91,97,94
32,32,18,26
79,84,64,77
61,55,82,67
83,93,65,86
52,33,79,48
86,88,71,96
44,43,70,23
88,95,84,74
40,25,48,65
86,77,95,89
44,63,27,40
87,91,79,93
43,36,59,31
91,91,94,86
32,31,24,43
79,83,74,92
62,57,72,37
82,93,81,89
54,33,60,43
85,87,93,94
46,46,32,29
87,96,86,83
43,23,47,51
89,76,95,96
38,62,24,22
84,90,76,72
49,38,66,71
88,91,90,83
40,35,38,51
90,90,91,96
33,35,31,20
78,87,83,67
63,49,58,80
80,93,91,68
58,35,40,79
83,89,91,71
51,43,36,73
85,94,89,79
47,29,41,60
89,84,94,93
37,48,27,28
84,94,80,81
50,30,60,58
87,83,93,93
44,52,30,31
92,96,85,86
28,18,43,43
72,62,91,90
74,89,44,46
65,47,89,90
77,92,50,47
57,35,86,86
77,87,55,55
61,49,88,88
79,93,52,53
52,32,86,86
76,83,57,55
65,59,87,90
79,91,53,48
52,38,86,85
77,88,56,57
62,47,88,87
80,93,52,55
49,32,85,84
76,83,58,59
67,60,89,88
78,89,50,53
54,42,87,87
79,91,55,55
57,38,87,88
80,89,54,53
52,43,86,86
78,91,56,55
60,40,87,87
81,91,55,55
51,37,86,85
78,88,56,57
62,46,88,87
81,94,52,55
50,30,85,84
78,81,59,60
62,61,87,86
81,90,54,57
49,39,84,84
77,89,60,59
65,46,86,87
81,94,58,54
51,30,84,86
78,82,61,56
61,59,85,87
82,91,59,54
49,37,83,85
77,87,61,57
64,50,86,88
82,93,56,54
49,32,85,84
79,84,59,60
60,55,86,85
84,94,57,59
46,28,83,81
79,80,61,65
63,63,85,83
85,90,60,64
46,38,82,79
84,90,65,71
52,39,80,73
90,92,70,81
35,31,69,53
82,83,83,95
54,54,54,29
87,94,95,82
44,27,27,54
90,82,81,97
34,52,55,18
82,94,94,64
54,30,31,80
86,84,85,69
47,52,49,74
91,97,96,80
32,18,20,55
79,63,69,93
60,83,78,34
80,63,70,87
58,83,76,49
84,64,75,96
48,79,67,25
84,70,86,77
50,73,48,64
90,82,96,90
33,51,21,35
80,94,69,87
59,32,77,49
84,86,72,95
51,50,71,28
88,96,83,82
39,22,51,53
86,73,95,96
46,69,27,25
88,85,81,77
41,47,56,62
90,96,95,93
34,20,23,28
80,67,73,79
58,79,72,64
84,71,80,90
50,73,59,40
89,80,94,94
36,55,26,26
84,93,78,78
50,32,63,63
87,87,91,90
43,44,35,37
91,95,91,91
31,22,32,32
77,69,84,84
65,78,57,56
76,70,92,91
64,78,39,41
76,70,89,90
63,77,44,43
75,70,91,91
63,76,40,40
75,72,90,89
61,73,42,43
74,76,90,91
62,68,43,39
75,82,91,88
